,c_clouds,c_feels,c_humidity,c_pressure,c_temp,c_time,c_weather_desc,c_weather_main,c_wind_speed,feels_error,hum_error,p_clouds,p_feels,p_humidity,p_pressure,p_temp,p_weather_desc,p_weather_main,p_wind_speed,s_feels,s_humidity,s_rain,s_temp,temp_error
156,75.0,10.25,91.0,1028.0,10.74,2021-12-15 02:00:00,broken clouds,Clouds,3.09,-2.6900000000000004,17.0,46.0,6.45,94.0,1029.0,7.4,scattered clouds,Clouds,1.71,9.14,77.0,4095.0,10.07,-2.67
157,90.0,10.42,89.0,1028.0,10.95,2021-12-15 03:00:00,overcast clouds,Clouds,4.12,-2.9499999999999993,19.33,25.0,5.99,97.0,1029.0,7.31,scattered clouds,Clouds,2.08,8.94,77.67,4095.0,9.87,-2.5599999999999996
158,75.0,10.47,87.0,1028.0,11.04,2021-12-15 04:00:00,broken clouds,Clouds,4.12,-2.1499999999999995,17.33,33.0,6.79,95.0,1029.0,7.81,scattered clouds,Clouds,1.84,8.94,77.67,4095.0,9.87,-2.0599999999999996
159,75.0,10.68,85.0,1028.0,11.28,2021-12-15 05:00:00,broken clouds,Clouds,3.6,-0.7300000000000004,13.329999999999998,46.0,8.07,93.0,1028.0,9.5,scattered clouds,Clouds,2.75,8.8,79.67,4095.0,9.7,-0.1999999999999993
160,90.0,10.78,85.0,1029.0,11.37,2021-12-15 06:00:00,overcast clouds,Clouds,4.63,-1.0,11.329999999999998,54.0,8.53,89.0,1029.0,9.85,broken clouds,Clouds,2.68,9.53,77.67,4095.0,10.4,-0.5500000000000007
161,90.0,10.7,83.0,1029.0,11.34,2021-12-15 07:00:00,overcast clouds,Clouds,3.6,0.33000000000000007,4.670000000000002,98.0,9.53,84.0,1029.0,10.26,overcast clouds,Clouds,3.02,9.2,79.33,4095.0,10.07,0.1899999999999995
162,90.0,10.62,81.0,1029.0,11.32,2021-12-15 08:00:00,overcast clouds,Clouds,3.6,-0.33000000000000007,4.670000000000002,96.0,8.74,86.0,1029.0,9.95,overcast clouds,Clouds,2.53,9.07,81.33,4095.0,9.9,0.049999999999998934
163,75.0,10.91,85.0,1030.0,11.49,2021-12-15 09:00:00,broken clouds,Clouds,2.57,-1.2100000000000009,9.0,64.0,7.92,91.0,1030.0,9.3,broken clouds,Clouds,2.61,9.13,82.0,4095.0,9.93,-0.629999999999999
164,75.0,11.4,83.0,1030.0,11.98,2021-12-15 10:00:00,broken clouds,Clouds,3.09,-0.7299999999999986,7.0,48.0,8.47,89.0,1030.0,9.76,scattered clouds,Clouds,2.6,9.2,82.0,4095.0,10.0,-0.2400000000000002
165,75.0,11.81,81.0,1031.0,12.4,2021-12-15 11:00:00,broken clouds,Clouds,3.6,0.5400000000000009,1.0,52.0,9.81,83.0,1030.0,10.53,broken clouds,Clouds,3.19,9.27,82.0,4095.0,10.07,0.4599999999999991
166,90.0,12.07,80.0,1031.0,12.66,2021-12-15 12:00:00,overcast clouds,Clouds,4.12,1.0899999999999999,-2.0,60.0,10.44,80.0,1030.0,11.18,broken clouds,Clouds,2.55,9.35,82.0,4095.0,10.13,1.049999999999999
167,75.0,12.23,78.0,1031.0,12.85,2021-12-15 13:00:00,broken clouds,Clouds,4.63,1.4499999999999993,-4.0,9.0,10.87,78.0,1030.0,11.62,clear sky,Clear,2.73,9.42,82.0,4095.0,10.2,1.42
168,75.0,12.2,77.0,1031.0,12.85,2021-12-15 14:00:00,broken clouds,Clouds,4.63,1.4100000000000001,-2.0,5.0,10.9,80.0,1030.0,11.6,clear sky,Clear,2.91,9.49,82.0,4095.0,10.27,1.33
169,75.0,12.05,75.0,1031.0,12.76,2021-12-15 15:00:00,broken clouds,Clouds,4.12,0.9299999999999997,3.0,3.0,10.42,85.0,1030.0,11.04,clear sky,Clear,2.86,9.49,82.0,4095.0,10.27,0.7699999999999996
170,75.0,11.85,75.0,1031.0,12.58,2021-12-15 16:00:00,broken clouds,Clouds,2.57,-0.7100000000000009,8.0,2.0,8.93,90.0,1031.0,9.99,clear sky,Clear,2.33,9.64,82.0,4095.0,10.4,-0.41000000000000014
