,_id,datetime,heat_i,hum,rain,temp
395,61b83c557b84dc5bd1f4e133,40:21.4,10.97,74,4095,11.8
396,61b841057b84dc5bd1f4e134,00:21.8,10.66,75,4095,11.5
397,61b845b67b84dc5bd1f4e135,20:22.1,10.69,76,4095,11.5
398,61b84a667b84dc5bd1f4e136,40:22.5,10.91,76,4095,11.7
399,61b84f167b84dc5bd1f4e137,00:22.9,11.02,76,4095,11.8
400,61b853c77b84dc5bd1f4e138,20:23.2,11.13,76,4095,11.9
401,61b858777b84dc5bd1f4e139,40:23.6,10.99,75,4095,11.8
402,61b85d287b84dc5bd1f4e13a,00:24.0,10.99,75,4095,11.8
403,61b861d87b84dc5bd1f4e13b,20:24.4,11.08,74,4095,11.9
404,61b866887b84dc5bd1f4e13c,40:24.8,10.97,74,4095,11.8
405,61b86b397b84dc5bd1f4e13d,00:25.2,10.69,76,4095,11.5
406,61b86fe97b84dc5bd1f4e13e,20:25.5,10.63,78,4095,11.4
407,61b874997b84dc5bd1f4e13f,40:26.0,10.55,79,4095,11.3
408,61b8794a7b84dc5bd1f4e140,00:26.3,10.6,81,4095,11.3
409,61b87dfa7b84dc5bd1f4e141,20:26.7,10.49,81,4095,11.2
410,61b882ab7b84dc5bd1f4e142,40:27.1,10.49,81,4095,11.2
411,61b8875b7b84dc5bd1f4e143,00:27.6,10.6,81,4095,11.3
412,61b88c0c7b84dc5bd1f4e144,20:28.1,10.55,79,4095,11.3
413,61b890bc7b84dc5bd1f4e145,40:28.4,10.44,79,4095,11.2
414,61b8956c7b84dc5bd1f4e146,00:28.7,10.52,78,4095,11.3
415,61b89a1d7b84dc5bd1f4e147,20:29.1,10.52,78,4095,11.3
416,61b89ecd7b84dc5bd1f4e148,40:29.4,10.52,78,4095,11.3
417,61b8a37d7b84dc5bd1f4e149,00:29.7,10.3,78,4095,11.1
418,61b8a8107b84dc5bd1f4e14a,20:00.0,10.25,76,4095,11.1
419,61b8acc07b84dc5bd1f4e14b,40:00.4,10.25,76,4095,11.1
420,61b8b1707b84dc5bd1f4e14c,00:00.7,10.14,76,4095,11
421,61b8b6217b84dc5bd1f4e14d,20:01.1,10.3,78,4095,11.1
422,61b8bad17b84dc5bd1f4e14e,40:01.4,10.19,78,4095,11
423,61b8bf827b84dc5bd1f4e14f,00:02.1,10.13,80,4095,10.9
424,61b8c4327b84dc5bd1f4e150,20:02.4,10.02,80,4095,10.8
425,61b8c8e27b84dc5bd1f4e151,40:02.8,10.02,80,4095,10.8
426,61b8cd937b84dc5bd1f4e152,00:03.2,9.89,79,4095,10.7
427,61b8d2437b84dc5bd1f4e153,20:03.6,9.89,79,4095,10.7
428,61b8d6f37b84dc5bd1f4e154,40:03.9,9.62,77,4095,10.5
429,61b8dba47b84dc5bd1f4e155,00:04.3,9.84,77,4095,10.7
430,61b8e0547b84dc5bd1f4e156,20:04.7,9.92,76,4095,10.8
431,61b8e5057b84dc5bd1f4e157,40:05.0,9.92,76,4095,10.8
432,61b8e9b57b84dc5bd1f4e158,00:05.4,9.7,76,4095,10.6
433,61b8ee657b84dc5bd1f4e159,20:05.7,9.7,76,4095,10.6
434,61b8f3167b84dc5bd1f4e15a,40:06.1,9.51,77,4095,10.4
435,61b8f7c67b84dc5bd1f4e15b,00:06.4,9.29,77,4095,10.2
436,61b8fc767b84dc5bd1f4e15c,20:06.8,9.4,77,4095,10.3
437,61b901277b84dc5bd1f4e15d,40:07.2,9.51,77,4095,10.4
438,61b905d77b84dc5bd1f4e15e,00:07.5,9.4,77,4095,10.3
439,61b90a877b84dc5bd1f4e15f,20:07.9,9.4,77,4095,10.3
440,61b90f387b84dc5bd1f4e160,40:08.3,9.4,77,4095,10.3
441,61b913e87b84dc5bd1f4e161,00:08.7,9.4,77,4095,10.3
442,61b918997b84dc5bd1f4e162,20:09.0,9.29,77,4095,10.2
443,61b91d497b84dc5bd1f4e163,40:09.4,9.29,77,4095,10.2
444,61b921f97b84dc5bd1f4e164,00:09.8,9.29,77,4095,10.2
445,61b926aa7b84dc5bd1f4e165,20:10.2,9.29,77,4095,10.2
446,61b92b5a7b84dc5bd1f4e166,40:10.9,9.18,77,4095,10.1
447,61b9300b7b84dc5bd1f4e167,00:11.4,9.18,77,4095,10.1
448,61b934bb7b84dc5bd1f4e168,20:11.7,9.18,77,4095,10.1
449,61b935ced0094ae4310b0cd3,00:06.2,6.31,73,3970,7.3
450,61b935f3d0094ae4310b0cd4,20:13.2,6.62,75,3910,7.4
451,61b93626d0094ae4310b0cd5,40:24.8,6.62,75,4095,7.4
452,61b93653d0094ae4310b0cd6,00:16.6,6.72,73,4095,7.5
453,61b93690d0094ae4310b0cd7,20:09.5,6.32,70,4095,7.7
454,61b936ced0094ae4310b0cd8,40:18.3,6.28,68,4095,7.6
455,61b936f8d0094ae4310b0cd9,00:23.0,6.27,66,4095,7.6
456,61b93753d0094ae4310b0cda,20:18.3,10.3,89,2872,11
457,61b9379ad0094ae4310b0cdb,40:23.7,10.5,87,2934,11.3
458,61b938c9d0094ae4310b0cdc,00:12.5,10.9,85,3134,11.5
459,61b9396c7b84dc5bd1f4e16d,40:12.1,9.18,77,4095,10.1
460,61b93964d0094ae4310b0cde,20:03.3,10.7,83,4095,11.4
461,61b939b6d0094ae4310b0cdf,40:28.6,10.5,85,4095,11.2
462,61b93b51d0094ae4310b0ce0,00:02.3,11.1,85,4095,11.7
463,61b93b81d0094ae4310b0ce1,20:21.8,11.3,83,4095,12
464,61b93bdfd0094ae4310b0ce2,40:14.1,11.78,86,4095,12.2
465,61b93c24d0094ae4310b0ce3,00:14.1,11.75,84,4095,12.5
466,61b93e1c7b84dc5bd1f4e16a,00:12.4,9.18,77,4095,10.1
467,61b942cc7b84dc5bd1f4e16b,20:12.8,9.18,77,4095,10.1
468,61b9477d7b84dc5bd1f4e16c,40:13.1,9.18,77,4095,10.1
469,61b94c2d7b84dc5bd1f4e16d,00:13.5,9.18,77,4095,10.1
470,61b950dd7b84dc5bd1f4e16e,20:13.9,9.07,77,4095,10
471,61b9558e7b84dc5bd1f4e16f,40:14.3,9.18,77,4095,10.1
472,61b95a3e7b84dc5bd1f4e170,00:14.7,8.96,77,4095,9.9
473,61b95eef7b84dc5bd1f4e171,20:15.1,8.85,77,4095,9.8
474,61b9639f7b84dc5bd1f4e172,40:15.5,9.01,79,4095,9.9
475,61b9684f7b84dc5bd1f4e173,00:15.8,8.96,77,4095,9.9
476,61b96d007b84dc5bd1f4e174,20:16.2,8.96,77,4095,9.9
477,61b971b07b84dc5bd1f4e175,40:16.6,8.9,79,4095,9.8
478,61b976607b84dc5bd1f4e176,00:16.9,8.68,79,4095,9.6
479,61b97b117b84dc5bd1f4e177,20:17.3,8.59,80,4095,9.5
480,61b97fc17b84dc5bd1f4e178,40:17.7,9.14,80,4095,10
481,61b984727b84dc5bd1f4e179,00:18.2,9.62,77,4095,10.5
482,61b989227b84dc5bd1f4e17a,20:18.6,9.62,77,4095,10.5
483,61b98dd27b84dc5bd1f4e17b,40:18.9,9.34,79,4095,10.2
484,61b992837b84dc5bd1f4e17c,00:19.3,9.23,79,4095,10.1
485,61b997337b84dc5bd1f4e17d,20:19.6,9.34,79,4095,10.2
486,61b99be47b84dc5bd1f4e17e,40:20.1,9.03,80,4095,9.9
487,61b9a0947b84dc5bd1f4e17f,00:20.4,9.06,81,4095,9.9
488,61b9a5447b84dc5bd1f4e180,20:20.7,8.95,81,4095,9.8
489,61b9a9f57b84dc5bd1f4e181,40:21.1,9.2,82,4095,10
490,61b9aea57b84dc5bd1f4e182,00:21.5,9.09,82,4095,9.9
491,61b9b3557b84dc5bd1f4e183,20:21.9,9.09,82,4095,9.9
492,61b9b8067b84dc5bd1f4e184,40:22.3,9.2,82,4095,10
493,61b9bcb67b84dc5bd1f4e185,00:22.7,9.2,82,4095,10
494,61b9c1677b84dc5bd1f4e186,20:23.0,9.09,82,4095,9.9
495,61b9c6177b84dc5bd1f4e187,40:23.4,9.31,82,4095,10.1
496,61b9cac77b84dc5bd1f4e188,00:23.8,9.31,82,4095,10.1
497,61b9cf787b84dc5bd1f4e189,20:24.1,9.2,82,4095,10
498,61b9d4287b84dc5bd1f4e18a,40:24.4,9.31,82,4095,10.1
499,61b9d8d87b84dc5bd1f4e18b,00:24.9,9.31,82,4095,10.1
500,61b9dd897b84dc5bd1f4e18c,20:25.2,9.42,82,4095,10.2
501,61b9e2397b84dc5bd1f4e18d,40:25.5,9.31,82,4095,10.1
502,61b9e6e97b84dc5bd1f4e18e,00:25.9,9.42,82,4095,10.2
503,61b9eb9a7b84dc5bd1f4e18f,20:26.3,9.42,82,4095,10.2
504,61b9f04a7b84dc5bd1f4e190,40:26.7,9.42,82,4095,10.2
505,61b9f4fc7b84dc5bd1f4e191,00:28.2,9.42,82,4095,10.2
506,61b9f9ac7b84dc5bd1f4e192,20:28.6,9.53,82,4095,10.3
507,61b9fe5c7b84dc5bd1f4e193,40:29.0,9.53,82,4095,10.3
508,61ba030d7b84dc5bd1f4e194,00:29.3,9.53,82,4095,10.3
509,61ba07bd7b84dc5bd1f4e195,20:29.7,9.42,82,4095,10.2
510,61ba0c507b84dc5bd1f4e196,40:00.0,9.53,82,4095,10.3
511,61ba11007b84dc5bd1f4e197,00:00.4,9.64,82,4095,10.4
